player_id,gamer_tag,favorite_game,player_rank,matches_played,win_rate_percent,average_ping_ms,total_playtime_hours,toxicity_reports,preferred_region,hardware_type,account_creation_date
GLB-005312,Player5311,Valorant,Gold,451,38.3,19,286.9,2,NA,PC,"December 31, 2021"
GLB-005313,Player5312,Dota 2,Platinum,323 maç,42.4,72,444.7,0,EU East,Console,2020-09-05
GLB-005314,Player5313,Apex Legends,Diamond,4574,74.2,118,92.9,0,EU West,PC,26/05/2021
GLB-005315,Player5314,Dota 2,Bronze,311,54.3,62,2102.2,0,EU East,Console,"June 27, 2018"
GLB-005316,Player5315,Apex Legends,Gold,1405,73.8,57,,0,NA,Mobile,"December 22, 2024"
GLB-005317,Player5316,Counter-Strike 2,Bronze,930,49.4,92,347.5,0,NA,PC,"August 13, 2022"
GLB-005318,Player5317,Apex Legends,Bronze,4511,35.8,55,559.9,2,EU West,Console,21/04/2019
GLB-005319,Player5318,PES 2021,,829,36.3,68,1888.7,0,EU East,PC,14/09/2017
GLB-005320,Player5319,League of Legends,Diamond,2664,62.9,107,2562.7,0,Asia,PC,2024-08-01
GLB-005321,Player5320,Apex Legends,Diamond,4885,73.2,33,485.0,2,NA,Console,"February 09, 2019"
GLB-005322,Player5321,PES 2021,Silver,1442,34.9,61,,2,South America,PC,"October 11, 2019"
GLB-005323,Player5322,Valorant,Global Elite,1524,64.2,30,585.0,0,EU East,PC,2015-08-16
GLB-005324,Player5323,League of Legends,Platinum,4901,32.7,55,1589.6,0,Asia,PC,"June 15, 2020"
GLB-005325,Player5324,Valorant,Global Elite,1960,%57,21 ms,493.6,0,EU East,Console,2023-02-16
GLB-005326,Player5325,Dota 2,Gold,,41.9,55,1463.3,1,Asia,Console,2015-07-10
GLB-005327,Player5326,PES 2021,Global Elite,816,41.6,99,2620.8,0,NA,Console,03/11/2020
GLB-005328,Player5327,Counter-Strike 2,Gold,4872,59.6%,92,2098.7,Sıfır,EU West,PC,"November 12, 2021"
GLB-005329,Player5328,Dota 2,Diamond,4293,51.7,72,1840.1,1,EU West,PC,"January 12, 2022"
GLB-005330,Player5329,PES 2021,Diamond,4846,55.1,89,2078.8,0,EU East,Console,"March 27, 2016"
GLB-005331,Player5330,League of Legends,Bronze,4595,64.5,106,2398.1,0,South America,PC,"September 27, 2019"
GLB-005332,Player5331,Counter-Strike 2,Platinum,2782,%36,51,1313.7,1,EU East,Console,"February 15, 2020"
GLB-005333,Player5332,League of Legends,gümüş,-15,54.6,5,"1,168",0,EU West,Console,2019-09-15
GLB-005334,Player5333,Apex Legends,Silver,2391,65.5,119,2127.7,0,EU West,PC,2016-02-08
GLB-005335,Player5334,Apex Legends,Gold,1330,45.8,113,32.5,None,EU East,PC,29/08/2021
GLB-005336,,League of Legends,Diamond,3194,58.9,115,826.1,0,Asia,PC,2015-06-27
GLB-005337,Player5336,Dota 2,Platinum,2667,63.3,105,2445.2,0,EU East,PC,"August 17, 2023"
GLB-005338,Player5337,Apex Legends,Silver,75,42.5,67,1615.8,5,EU East,Console,"October 12, 2023"
GLB-005339,Player5338,PES 2021,Gold,4816,32.6,62,645.3,0,Asia,PC,2018-04-24
GLB-005340,Player5339,Dota 2,Bronze,1083,68.5,9999,2422.2,0,South America,PC,2018-01-02
GLB-005341,Player5340,Dota 2,Diamond,238,62.1,105,,0,EU West,Console,2022-11-24
GLB-005342,Player5341,League of Legends,Platinum,199,150.5,70,221.0,0,EU West,PC,11/10/2017
GLB-005343,Player5342,League of Legends,Gold,405 maç,44.7,27,2227.2,0,Asia,Console,"October 13, 2019"
GLB-005344,Player5343,Valorant,Bronze,911,55.6,42,441.9,0,EU West,Mobile,"July 28, 2023"
GLB-005345,Player5344,Counter-Strike 2,Diamond,1943,68.0,119,2609.1,0,NA,Mobile,2022-06-04
GLB-005346,Player5345,League of Legends,Silver,2143,42.5,58,1681.4,0,South America,PC,31/01/2022
GLB-005347,Player5346,League of Legends,Global Elite,4507,72.1,73,1292.0,None,South America,PC,29/01/2022
GLB-005348,Player5347,League of Legends,Platinum,2097,61.7,105,1175.0,0,NA,PC,2021-12-16
GLB-005349,Player5348,Dota 2,Gold,106,62.2,30,423.3,2,South America,PC,"May 27, 2017"
GLB-005350,Player5349,Dota 2,Silver,978,60.0,38,2046.3,0,Asia,Console,"December 08, 2024"
GLB-005351,Player5350,Dota 2,Diamond,2373,45.9,101,2307.5,0,EU East,PC,2017-01-07
GLB-005352,Player5351,PES 2021,Diamond,612,36.2,24,1696.7,1,EU West,PC,2023-05-02
GLB-005353,Player5352,Counter-Strike 2,Platinum,3837,69.6,83,600.5,0,EU East,PC,22/06/2017
GLB-005354,Player5353,Apex Legends,Diamond,3807,64.0,116,2306.4,0,EU West,PC,2020-11-18
GLB-005355,Player5354,cs2,Bronze,3846,41.7,104,648.2,0,Asia,PC,2020-05-22
GLB-005356,Player5355,PES 2021,Platinum,3879,52.1,96,2644.7,1,EU West,Mobile,"February 09, 2020"
GLB-005357,Player5356,Apex Legends,Diamond,4315,72.4,54,2338.3,0,EU West,PC,"September 22, 2022"
GLB-005358,Player5357,Valorant,Global Elite,3804,65.4,59,199.9,0,Asia,Mobile,"June 18, 2023"
GLB-005359,Player5358,League of Legends,Silver,940,52.2,69 ms,2760.7,0,EU East,PC,29/04/2024
GLB-005360,Player5359,Valorant,Bronze,2877,36.3,78,848.7,0,South America,PC,03/02/2016
GLB-005361,Player5360,Apex Legends,Bronze,3747,31.9,83,1833.0,3,EU West,PC,2023-02-26
GLB-005362,  NoobMaster77 ,cs2,Diamond,3415,63.0,22,654.3,0,South America,PC,20/02/2020
GLB-005363,Player5362,Apex Legends,Gold,1113,44.8,15,348.0,3,NA,PC,2021-11-14
GLB-005364,Player5363,PES 2021,Platinum,475,51.7,36,1496.4,0,NA,PC,"December 19, 2019"
GLB-005365,Player5364,PES 2021,Silver,2408,43.1,52,1368.7,5,NA,PC,"August 21, 2017"
GLB-005366,Player5365,Apex Legends,,4725,44.0,38,361.1,0,EU West,PC,2019-12-28
GLB-005367,Player5366,League of Legends,Bronze,1035,74.9,105,2074.3,0,NA,Console,"May 24, 2018"
GLB-005368,Player5367,League of Legends,Gold,2510,51.3,93,747.2,0,Asia,PC,"February 01, 2016"
GLB-005369,Player5368,Valorant,Silver,1396,31.8,89,2118.3,0,EU East,PC,"January 09, 2016"
GLB-005370,Player5369,Counter-Strike 2,Platinum,2122,57.7,105,2599.7,0,South America,PC,21/05/2020
GLB-005371,Player5370,PES 2021,gümüş,4976,54.0,79,1450.5,0,EU East,Mobile,02/08/2022
GLB-005372,Player5371,Apex Legends,Bronze,,51.0,38,402.9,0,EU West,PC,07/02/2020
GLB-005373,Player5372,Counter-Strike 2,Silver,237,45.7,115,671.6,1,South America,Mobile,2020-07-26
GLB-005374,Player5373,PES 2021,Global Elite,4104,69.4,96,1710.7,1,South America,PC,2022-04-02
GLB-005375,Player5374,League of Legends,Gold,Yok,69.9,113,2825.5,0,South America,Mobile,27/06/2021
GLB-005376,Player5375,League of Legends,Bronze,358 maç,150.5,56,,0,Asia,PC,2023-06-29
GLB-005377,Player5376,Apex Legends,Bronze,22,59.8,116,18.4,0,NA,PC,"March 22, 2015"
GLB-005378,Player5377,Counter-Strike 2,Platinum,2360,56.5,48,91.9,2,Asia,PC,2022-05-09
GLB-005379,Player5378,Apex Legends,Gold,1422,60.8,67,216.5,0,EU East,PC,16/11/2017
GLB-005380,Player5379,PES 2021,Global Elite,4399,56.1,36,1644.2,0,South America,PC,2020-07-20
GLB-005381,Player5380,Apex Legends,Silver,2261,30.6,100,547.2,0,NA,PC,"December 28, 2018"
GLB-005382,Player5381,Counter-Strike 2,Bronze,3009,50.0,119,1042.0,0,Asia,PC,09/07/2015
GLB-005383,Player5382,Dota 2,Diamond,4619,59.0,25,2603.6,2,EU West,PC,19/08/2023
GLB-005384,Player5383,PES 2021,Bronze,814 maç,63.2,96,724.5,Sıfır,South America,Console,"March 08, 2017"
GLB-005385,Player5384,cs2,Gold,1980,53.0,67,2591.4,0,EU East,PC,"January 19, 2024"
GLB-005386,Player5385,cs2,Global Elite,,34.8,49,2297.0,0,South America,Console,"July 14, 2019"
GLB-005387,Player5386,Valorant,Gold,2002,41.1,47,2563.1,1,EU West,Mobile,17/04/2018
GLB-005388,Player5387,PES 2021,,292,47.7%,52,1220.8,5,EU East,Console,2022-05-19
GLB-005389,Player5388,Counter-Strike 2,Diamond,1670,72.3,22,1107.8,3,EU East,Console,2016-10-17
GLB-005390,Player5389,cs2,Diamond,738,60.5,115,,1,South America,Console,"June 07, 2021"
GLB-005391,Player5390,PES 2021,Platinum,4124,66.7,97,802.2,0,North America,PC,"October 11, 2016"
GLB-005392,Player5391,League of Legends,Silver,3632,67.1,88,1190.7,1,EU West,Mobile,"April 19, 2017"
GLB-005393,Player5392,PES 2021,Global Elite,1009,61.6,40,"3,606",0,EU East,PC,2017-10-27
GLB-005394,Player5393,Valorant,Platinum,Yok,63.3,96,2939.8,1,EU East,PC,24/06/2019
GLB-005395,Player5394,Valorant,Bronze,Yok,65.9,58,1513.9,0,EU West,PC,2016-04-06
GLB-017250,Player5395,PES 2021,Bronze,146,65.3,21,2822.9,0,EU West,PC,06/04/2015
GLB-005397,Player5396,Apex Legends,Gold,2916,61.4,32,2486.2,1,South America,PC,"November 16, 2024"
GLB-005398,Player5397,Counter-Strike 2,Bronze,4911,50.9,119,1181.3,3,South America,PC,08/01/2024
GLB-005399,Player5398,Counter-Strike 2,,2574,55.6,45,547.7,0,North America,Mobile,2015-06-11
GLB-005400,Player5399,Dota 2,Bronze,3721,51.6,7,2057.1,0,South America,Mobile,14/11/2017
GLB-005401,Player5400,Valorant,Global Elite,37,48.3,96,1836.6,0,EU West,PC,"February 08, 2017"
GLB-005402,Player5401,League of Legends,Silver,143 maç,41.0,119,2095.2,0,South America,Console,24/08/2021
GLB-005403,Player5402,League of Legends,Global Elite,4525,55.5,119,1155.5,,Asia,Console,"July 08, 2018"
GLB-005404,Player5403,PES 2021,Platinum,685,52.7,92,2431.2,5,EU East,PC,04/06/2019
GLB-005405,Player5404,Counter-Strike 2,Platinum,4703,69.6,54,3.8k,2,NA,PC,07/06/2020
GLB-005406,Player5405,Valorant,Diamond,1247,68.1,68,1254.4,0,South America,PC,"March 30, 2017"
GLB-005407,Player5406,cs2,Diamond,846,67.9,96,229.8,-1,North America,PC,"March 19, 2022"
GLB-005408,Player5407,Dota 2,Diamond,582,67.4,104,770.7,0,EU East,Console,"August 11, 2015"
GLB-005409,Player5408,League of Legends,Global Elite,1495,49.3,94,764.8,0,NA,PC,"February 10, 2015"
GLB-005410,Player5409,Valorant,Diamond,3563,58.2,104,2608.9,0,EU East,PC,2022-05-02
GLB-005411,Player5410,Apex Legends,Bronze,590,,8,251.5,0,EU West,Console,2019-02-22
GLB-005412,Player5411,Dota 2,Diamond,4415,55.1%,28,2400.7,2,South America,PC,2016-07-30
GLB-005413,Player5412,Apex Legends,Bronze,2843,44.2,16,2406.2,0,EU East,PC,12/04/2015
GLB-005414,Player5413,Apex Legends,Silver,4962,58.2,54,228.4,0,EU West,PC,2018-03-14
GLB-005415,Player5414,cs2,Global Elite,4459,%54,20,1992.9,Sıfır,EU West,PC,2024-10-02
GLB-005416,Player5415,cs2,Silver,1469,56.5,91,904.1,0,South America,PC,2020-05-28
GLB-005417,Player5416,Valorant,Diamond,967,71.3,65,317.3,0,Asia,Console,"February 03, 2021"
GLB-005418,Player5417,Apex Legends,Gold,4601,66.3,26,1332.8,1,Asia,PC,14/12/2019
GLB-005419,Player5418,cs2,Bronze,Yok,43.0,65,675.8,None,South America,Console,12/04/2021
GLB-005420,Player5419,Counter-Strike 2,Global Elite,1027,37.4,76,475.9,Sıfır,NA,PC,"August 16, 2020"
GLB-005421,Player5420,Valorant,Silver,1569,61.6,23,12.9,0,EU West,PC,01/07/2021
GLB-005422,Player5421,Apex Legends,Bronze,3113,55.9%,92,316.9,0,EU West,Console,25/09/2020
GLB-005423,Player5422,Valorant,Gold,1073,47.5,65,470.7,2,South America,PC,"October 12, 2018"
GLB-005424,Player5423,Apex Legends,Bronze,2837,53.4,75,1771.2,Sıfır,Asia,PC,"September 06, 2017"
GLB-005425,Player5424,Apex Legends,Platinum,1706,69.3,34,,1,NA,Console,"August 30, 2015"
GLB-005426,Player5425,PES 2021,Bronze,3603,74.0,9,1090.3,0,Asia,PC,"March 31, 2018"
GLB-005427,Player5426,PES 2021,Bronze,2006,53.4,81,1711.9,0,Asia,PC,"April 23, 2016"
GLB-005428,Player5427,League of Legends,Silver,1459,35.9,52,428.9,0,EU East,Console,02/12/2020
GLB-005429,Player5428,PES 2021,Platinum,2704,67.0,119,1025.3,None,EU West,Console,"April 07, 2024"
GLB-005430,Player5429,League of Legends,Global Elite,82,61.6,37,2337.1,0,South America,PC,2021-10-23
GLB-005431,Player5430,Counter-Strike 2,Silver,3042,40.4,116,1508.9,0,NA,PC,25/08/2022
GLB-005432,Player5431,Dota 2,Bronze,2035,39.0,5,1722.0,0,EU East,PC,"February 17, 2019"
GLB-005433,Player5432,League of Legends,Platinum,949,44.0,44,316.2,2,NA,Console,04/05/2024
GLB-005434,Player5433,League of Legends,Platinum,3110,44.9,82,2916.1,0,EU East,Console,"December 15, 2019"
GLB-005435,Player5434,Apex Legends,Diamond,2656,51.4,8,2680.4,0,Asia,PC,"May 21, 2017"
GLB-005436,Player5435,Counter-Strike 2,Gold,2486,44.3,7,1713.1,0,South America,PC,18/03/2018
GLB-005437,Player5436,Dota 2,Gold,2830,50.2,82,2468.5,Sıfır,South America,Console,"May 20, 2021"
GLB-005438,Player5437,Dota 2,Diamond,Yok,38.3,89,1978.4,0,EU West,PC,2022-10-15
GLB-005439,Player5438,Apex Legends,,827,63.3,15,86.5,0,EU West,Mac,06/09/2022
GLB-005440,Player5439,League of Legends,Platinum,1775,51.3,60,1915.5,0,South America,PC,2019-09-21
GLB-005441,Player5440,Counter-Strike 2,Silver,23,60.9,29,2778.7,0,EU West,PC,18/05/2015
GLB-005442,Player5441,Counter-Strike 2,Diamond,2651,61.0,34,1638.9,Sıfır,Asia,Console,"April 21, 2019"
GLB-014075,Player5442,Valorant,Bronze,1160,68.0,41,1794.8,3,NA,Console,2019-03-21
GLB-005444,Player5443,League of Legends,Global Elite,2940,53.5,36,963.0,0,Asia,PC,"September 27, 2019"
GLB-005445,Player5444,Dota 2,Diamond,Yok,50.9,89,1091.5,0,South America,PC,2024-09-01
GLB-005446,Player5445,Apex Legends,Silver,2287,63.1,24,1824.6,2,EU East,PC,"January 14, 2022"
GLB-005447,Player5446,Valorant,Gold,75,63.7,33,1726.4,0,North America,PC,01/12/2022
GLB-005448,Player5447,Apex Legends,Silver,560,71.6,84,1563.6,0,Asia,Mobile,"August 03, 2017"
GLB-005449,Player5448,Apex Legends,Global Elite,1098,31.2,40,1325.9,3,NA,Mac,2024-08-18
GLB-005450,Player5449,cs2,Diamond,294,64.4,50 ms,210.5,Sıfır,NA,PC,"December 11, 2016"
GLB-005451,Player5450,PES 2021,Global Elite,1711,41.3,97,698.9,0,NA,PC,"November 17, 2018"
GLB-005452,Player5451,Valorant,Gold,2517,150.5,90,1635.3,0,South America,PC,"February 27, 2019"
GLB-005453,Player5452,Valorant,Platinum,269,44.1,114,1534.4,2,Asia,Console,2023-04-12
GLB-005454,Player5453,Counter-Strike 2,Bronze,414,60.6,109,957.6,0,Asia,PC,27/08/2019
GLB-005455,Player5454,Dota 2,Diamond,2680,49.1,71,890.2,0,NA,Console,2018-08-07
GLB-005456,Player5455,Valorant,Global Elite,-15,34.1,10,1095.7,0,NA,Console,2016-09-17
GLB-005457,Player5456,Counter-Strike 2,Bronze,3000,%45,54,636.1,Sıfır,NA,Console,2017-03-01
GLB-005458,Player5457,Dota 2,Diamond,892 maç,43.1,19,2811.8,3,EU West,PC,18/10/2016
GLB-005459,Player5458,PES 2021,Bronze,612,35.9,110,2837.5,0,Asia,Console,"April 27, 2022"
GLB-005460,Player5459,PES 2021,gümüş,1423,40.5,39,1694.5,3,South America,PC,"October 29, 2023"
GLB-019212,,Counter-Strike 2,Diamond,2810,57.6,99,172.0,0,EU West,Mobile,"February 07, 2024"
GLB-005462,Player5461,Apex Legends,Silver,2770,36.3,76,2820.2,0,NA,PC,"December 21, 2024"
GLB-005463,Player5462,League of Legends,Diamond,2975,43.8,51,2875.4,2,EU West,PC,07/04/2018
GLB-005464,Player5463,PES 2021,Bronze,559,53.0,105,1449.2,0,EU East,PC,"February 19, 2018"
GLB-005465,Player5464,Apex Legends,Gold,578,73.9,100,,0,Asia,Console,27/04/2015
GLB-005466,Player5465,PES 2021,Silver,512,37.1,14,564.7,0,EU West,Console,2019-02-21
GLB-005467,Player5466,Counter-Strike 2,Diamond,174,35.1,6,2568.4,0,NA,PC,09/04/2020
GLB-005468,Player5467,Valorant,Gold,2337,34.3,55,2212.1,0,Asia,Console,"October 27, 2024"
GLB-005469,Player5468,Dota 2,Gold,3650,71.7,26 ms,17.3,0,Asia,PC,2015-06-20
GLB-005470,Player5469,Dota 2,Global Elite,325 maç,73.8,35,2976.8,0,EU East,Console,"December 29, 2021"
GLB-005471,Player5470,Apex Legends,Gold,4996,,26,988.6,0,South America,Console,"November 17, 2019"
GLB-005472,Player5471,Apex Legends,Platinum,2341,71.4,32,1506.2,0,NA,PC,"January 07, 2022"
GLB-005473,Player5472,Dota 2,Silver,1912,53.0,15,1432.0,0,EU East,PC,2016-05-12
GLB-005474,Player5473,Counter-Strike 2,Platinum,3727,52.6,22,2482.4,3,South America,PC,2018-02-04
GLB-005475,Player5474,League of Legends,Platinum,99,45.1,60,102.1,1,NA,PC,"December 29, 2015"
GLB-005476,Player5475,Dota 2,Global Elite,1278,66.5,38,1013.2,0,South America,PC,10/04/2019
GLB-020250,Player5476,Valorant,Silver,3933,50.7,22 ms,2094.8,1,EU West,Console,26/09/2024
GLB-005478,Player5477,Valorant,Silver,2312,150.5,75,1594.8,,South America,PC,31/05/2023
GLB-005479,Player5478,Counter-Strike 2,Platinum,2844,51.6,114,1112.9,0,EU East,Console,"October 16, 2020"
GLB-005480,Player5479,PES 2021,Diamond,409,52.9,112,1164.7,0,NA,PC,2024-06-18
GLB-026249,Player5480,League of Legends,Bronze,1231,37.3,74,2598.6,0,South America,PC,2017-05-24
GLB-005482,Player5481,Apex Legends,Diamond,523,67.0,45,2843.2,0,EU West,Console,10/01/2021
GLB-005483,Player5482,Counter-Strike 2,Silver,932,33.9,82,2204.1,1,NA,PC,"July 24, 2020"
GLB-005484,Player5483,League of Legends,Diamond,3564,64.6,118,1037.6,0,EU West,Console,"February 09, 2016"
GLB-005485,Player5484,cs2,Global Elite,4524,42.5,88,1027.1,0,EU West,PC,26/10/2020
GLB-005486,Player5485,Valorant,Global Elite,1408,72.4,60,610.4,0,EU West,PC,"March 23, 2016"
GLB-005487,Player5486,League of Legends,Silver,3362,40.3,55 ms,1589.0,0,NA,PC,"April 18, 2018"
GLB-005488,Player5487,Valorant,Platinum,2777,61.2,35,2776.5,3,EU East,PC,2017-08-06
GLB-005489,Player5488,Dota 2,Global Elite,4011,53.9,9999,2458.7,0,Asia,PC,2016-07-09
GLB-005490,Player5489,Counter-Strike 2,Diamond,118,42.4,114,1170.2,,EU East,Console,2019-08-28
GLB-005491,Player5490,Valorant,,337,45.1,26,1261.2,0,Asia,PC,"February 20, 2019"
GLB-005492,Player5491,Apex Legends,Bronze,1124,48.7,23,1370.2,0,EU East,PC,"December 25, 2024"
GLB-005493,Player5492,Dota 2,Bronze,3987,44.0,73,2280.9,0,South America,PC,2019-06-13
GLB-005494,Player5493,League of Legends,Platinum,646,38.1,80,3.1k,0,EU West,PC,2017-04-07
GLB-005495,Player5494,Counter-Strike 2,Global Elite,351,32.9,57,552.2,0,EU East,PC,26/10/2018
GLB-005496,Player5495,cs2,Bronze,644,31.7,68 ms,253.1,0,North America,PC,"July 12, 2015"
GLB-005497,Player5496,PES 2021,Diamond,1300,62.4,58,2582.1,1,NA,Mobile,"April 11, 2016"
GLB-005498,Player5497,Valorant,Gold,3484,40.9,74,2315.8,0,NA,PC,"April 27, 2020"
GLB-005499,Player5498,Valorant,Global Elite,1973,61.8,29,842.0,0,EU East,Console,"October 30, 2023"
GLB-005500,Player5499,League of Legends,Gold,1587,59.3,117,2538.6,1,Asia,PC,"June 28, 2024"
GLB-005501,Player5500,League of Legends,Diamond,427,44.1,41,415.2,0,EU West,PC,"April 13, 2016"
GLB-005502,Player5501,PES 2021,Global Elite,3099,72.5,5,509.0,0,Asia,PC,03/01/2022
GLB-005503,Player5502,Apex Legends,Bronze,1212,70.8,12,1402.7,0,South America,PC,"August 12, 2018"
GLB-005504,Player5503,Counter-Strike 2,Diamond,39,61.1,67,1993.4,1,EU East,Mobile,2024-09-09
GLB-005505,Player5504,League of Legends,Platinum,1277,61.0,20,1562.3,1,NA,PC,2021-05-03
GLB-005506,Player5505,Apex Legends,Global Elite,812 maç,68.3,25,652.5,0,EU West,PC,2022-02-20
GLB-005507,Player5506,Dota 2,Global Elite,657,68.9,25,602.2,0,EU West,Console,19/09/2023
GLB-005508,Player5507,Counter-Strike 2,Diamond,948,53.2,117,1373.0,0,NA,PC,2019-02-15
GLB-005509,Player5508,Apex Legends,gümüş,,54.8,79,570.8,0,Asia,Console,2022-08-09
GLB-005510,Player5509,Dota 2,Platinum,106,36.5,19,1242.7,10,EU West,Console,"December 31, 2022"
GLB-005511,Player5510,Valorant,Global Elite,4404,34.6,77,509.5,0,EU East,PC,28/10/2024
GLB-005512,Player5511,Dota 2,Diamond,4735,66.8,84,397.5,0,NA,PC,2023-10-02
GLB-005513,Player5512,Apex Legends,Bronze,682,49.6,92,2098.5,0,South America,Console,14/01/2020
GLB-005514,Player5513,PES 2021,Global Elite,2995,72.5,116,790.4,5,EU West,Mobile,2019-06-05
GLB-005515,Player5514,Apex Legends,Diamond,513,62.4,30,388.0,2,South America,Console,2016-07-12
GLB-005516,Player5515,Valorant,Gold,372,48.2,54,199.6,0,South America,Console,"October 25, 2022"
GLB-005517,Player5516,Counter-Strike 2,Bronze,1158,%62,39,471.5,0,South America,PC,13/10/2021
GLB-005518,Player5517,Apex Legends,Bronze,1978,58.6,6,2288.9,3,EU East,Console,2017-12-27
GLB-005519,Player5518,Valorant,Platinum,2753,54.5,33,862.8,0,NA,PC,22/05/2023
GLB-005520,Player5519,Valorant,Bronze,344,50.7%,96,609.1,0,EU East,Console,29/12/2022
GLB-005521,Player5520,Apex Legends,Bronze,1197,34.8,55,997.3,1,NA,PC,2016-12-04
GLB-005522,Player5521,League of Legends,Global Elite,4774,67.1,92,2828.4,-1,South America,PC,"July 14, 2020"
GLB-005523,Player5522,Apex Legends,gümüş,818,42.2,56,2635.7,0,EU West,PC,03/09/2015
GLB-005524,Player5523,League of Legends,Silver,-15,39.8,17,2442.6,0,Asia,PC,"August 09, 2016"
GLB-005525,Player5524,Valorant,Global Elite,4991,%63,85,1.7k,0,NA,PC,2018-03-01
GLB-005526,Player5525,League of Legends,Diamond,1087,47.0,45,495.0,0,EU West,PC,2021-11-05
GLB-005527,Player5526,Valorant,Platinum,1051,%63,32,822.9,1,EU West,Console,"March 15, 2017"
GLB-005528,Player5527,Valorant,Platinum,1932,51.9,5,2891.5,0,Asia,PC,"March 19, 2021"
GLB-005529,Player5528,Valorant,Gold,89,150.5,11,2320.2,0,EU West,Console,21/11/2017
GLB-005530,Player5529,League of Legends,Gold,3739,52.0,93,909.3,1,Asia,Console,2019-10-14
GLB-005531,Player5530,Counter-Strike 2,Platinum,2210,73.7,58,2128.7,0,South America,PC,"July 28, 2023"
GLB-005532,Player5531,League of Legends,Global Elite,946,74.7,27 ms,2264.1,0,Asia,Console,2024-02-01
GLB-005533,Player5532,Apex Legends,Global Elite,979,56.8,31,1191.6,0,EU West,PC,31/07/2015
GLB-005534,Player5533,Dota 2,Global Elite,3514,56.1,70,2576.3,0,EU West,PC,07/12/2019
GLB-005535,Player5534,Dota 2,Silver,3698,33.7,100,561.3,1,EU East,PC,2023-10-18
GLB-005536,Player5535,PES 2021,Diamond,4838,55.1,37,2059.7,1,South America,Mobile,2019-05-02
GLB-005537,Player5536,cs2,gümüş,126,63.6,47,1671.2,0,South America,Console,22/01/2021
GLB-005538,Player5537,cs2,Global Elite,3084,43.3,21,2619.0,0,EU East,Console,"August 20, 2020"
GLB-005539,Player5538,Dota 2,Silver,288,53.0,30,2935.7,1,Asia,Mobile,"July 22, 2017"
GLB-016025,Player5539,Valorant,Bronze,2929,46.8,83,1406.6,1,EU East,Console,01/05/2023
GLB-005541,Player5540,Apex Legends,Bronze,2706,60.4,37,1474.5,0,EU East,PC,31/07/2023
GLB-005542,Player5541,Valorant,Platinum,47,53.3,84,2.8k,0,Asia,PC,06/06/2021
GLB-005543,Player5542,League of Legends,Diamond,4074,56.5,88,4.9k,0,EU East,PC,"June 18, 2020"
GLB-005544,Player5543,Dota 2,Global Elite,563,34.1,82,118.0,0,EU East,PC,10/01/2019
GLB-005545,Player5544,Dota 2,Gold,154,55.7,55,2348.5,0,NA,Console,"January 28, 2024"
GLB-005546,Player5545,Valorant,Silver,2796,31.0,92,652.6,1,NA,PC,"June 13, 2022"
GLB-005547,Player5546,Valorant,Diamond,2478,46.0,54,2913.1,0,NA,PC,"January 06, 2024"
GLB-005548,Player5547,Valorant,Bronze,3492,48.7,22 ms,2877.6,0,NA,PC,"September 23, 2017"
GLB-005549,Player5548,Apex Legends,Platinum,505,58.5,79,548.1,2,NA,Console,2024-12-02
GLB-005550,Player5549,Valorant,Gold,4279,40.9,10,1314.8,2,EU West,Console,2017-03-14
GLB-005551,Player5550,Apex Legends,Diamond,4772,54.0,21,1853.9,0,NA,PC,"January 16, 2020"
GLB-005552,Player5551,League of Legends,Bronze,,38.5,110,663.1,1,EU West,PC,18/10/2020
GLB-005553,Player5552,Dota 2,Gold,4971,55.4,9,2645.5,0,EU East,Console,25/02/2024
GLB-005554,Player5553,Apex Legends,Silver,2045,36.6,53,579.8,0,EU West,PC,"December 16, 2020"
GLB-005555,Player5554,League of Legends,Bronze,1727,60.9,96,2447.5,0,South America,PC,2016-12-17
GLB-005556,Player5555,Counter-Strike 2,Platinum,525,54.0,34,116.2,0,NA,Console,19/08/2017
GLB-015461,Player5556,Dota 2,Gold,3180,52.3,102,"5,895",2,EU West,Console,2019-01-08
GLB-013366,Player5557,Dota 2,Platinum,167,49.0%,90,"5,605",0,EU West,PC,2016-10-28
GLB-005559,Player5558,Dota 2,Silver,3398,69.2,9,1651.8,0,Asia,PC,03/04/2023
GLB-005560,Player5559,Counter-Strike 2,Gold,1474,44.4,39,162.2,0,South America,PC,07/09/2016
GLB-005561,Player5560,cs2,Global Elite,3636,49.7%,20,445.3,2,NA,PC,2021-04-07
GLB-005562,Player5561,Dota 2,Silver,3948,74.9,69,2954.9,0,EU East,PC,2017-05-25
GLB-005563,Player5562,Apex Legends,Gold,759,65.3,17,904.7,0,NA,PC,"January 03, 2018"
GLB-005564,Player5563,PES 2021,Platinum,2199,57.0,41,"6,512",0,NA,PC,"July 22, 2024"
GLB-005565,Player5564,Counter-Strike 2,Gold,601,30.8,79,1382.0,1,EU East,PC,14/05/2016
GLB-005566,Player5565,Apex Legends,Diamond,3401,53.6,94,1084.2,0,South America,PC,2016-11-23
GLB-005567,Player5566,cs2,Bronze,2121,36.0,105,735.7,0,EU East,Mobile,2020-06-06
GLB-005568,Player5567,Apex Legends,Silver,413,70.3,38,196.3,1,EU West,PC,"February 11, 2018"
GLB-005569,Player5568,Apex Legends,gümüş,137 maç,42.5,73,1637.0,0,NA,PC,2019-02-26
GLB-005570,Player5569,Counter-Strike 2,Silver,1215,52.9%,85,919.6,Sıfır,EU East,PC,10/06/2020
